Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Sensitivity of computational fluid dynamics simulations against soft errors","Computing","","103","11","10.1007/s00607-021-00976-0","E. Fatih YetkinŞenol Pişkin","2021","http://link.springer.com/article/10.1007/s00607-021-00976-0","Article"
"Searching for Taint Vulnerabilities with Svace Static Analysis Tool","Programming and Computer Software","","47","6","10.1134/S0361768821060037","A. E. BorodinA. V. GoremykinS. P. VartanovA. A. Belevantsev","2021","http://link.springer.com/article/10.1134/S0361768821060037","Article"
"A Fast Search Algorithm for SqueeSAR Distributed Scatterers in the Problem of Calculating Displacement Velocities","Programming and Computer Software","","47","6","10.1134/S0361768821060062","S. E. PopovV. P. Potapov","2021","http://link.springer.com/article/10.1134/S0361768821060062","Article"
"FDGLib: A Communication Library for Efficient Large-Scale Graph Processing in FPGA-Accelerated Data Centers","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-1242-y","Yu-Wei WuQing-Gang WangLong ZhengXiao-Fei LiaoHai JinWen-Bin JiangRan ZhengKan Hu","2021","http://link.springer.com/article/10.1007/s11390-021-1242-y","Article"
"Apollo: Rapidly Picking the Optimal Cloud Configurations for Big Data Analytics Using a Data-Driven Approach","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-0232-4","Yue-Wen WuYuan-Jia XuHeng WuLin-Gang SuWen-Bo ZhangHua Zhong","2021","http://link.springer.com/article/10.1007/s11390-021-0232-4","Article"
"Performance and availability evaluation of an smart hospital architecture","Computing","","103","10","10.1007/s00607-021-00979-x","Laécio RodriguesIgor GonçalvesIure FéPatricia Takako EndoFrancisco Airton Silva","2021","http://link.springer.com/article/10.1007/s00607-021-00979-x","Article"
"Design and implementation of an internet of things based low-cost smart weather prediction system","International Journal of Information Technology","","13","5","10.1007/s41870-021-00732-9","Sk. Fahmida IslamMorium AkterMohammad Shorif Uddin","2021","http://link.springer.com/article/10.1007/s41870-021-00732-9","Article"
"CMCSF: a collaborative service framework for mobile web augmented reality base on mobile edge computing","Computing","","103","10","10.1007/s00607-021-00952-8","Liang LiQiong LuYao XuHuabing ZhangYuan Li","2021","http://link.springer.com/article/10.1007/s00607-021-00952-8","Article"
"Exploiting the Community Structure of Fraudulent Keywords for Fraud Detection in Web Search","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-0218-2","Dong-Hui YangZhen-Yu LiXiao-Hui WangKavé SalamatianGao-Gang Xie","2021","http://link.springer.com/article/10.1007/s11390-021-0218-2","Article"
"Harmonia: Explicit Congestion Notification and Credit-Reservation Transport Converged Congestion Control in Datacenters","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-1243-x","Ding-Huang HuDe-Zun DongYang BaiShan HuangZe-Jia ZhouZi-Hao WeiXiang-Ke Liao","2021","http://link.springer.com/article/10.1007/s11390-021-1243-x","Article"
"Vulnerable Region-Aware Greybox Fuzzing","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-1196-0","Ling-Yun SituZhi-Qiang ZuoLe GuanLin-Zhang WangXuan-Dong LiJin ShiPeng Liu","2021","http://link.springer.com/article/10.1007/s11390-021-1196-0","Article"
"Video summarization and captioning using dynamic mode decomposition for surveillance","International Journal of Information Technology","","13","5","10.1007/s41870-021-00668-0","Rakesh RadarapuAkkajosyula Surya Sai GopalMadhusudhan NHAnand Kumar M.","2021","http://link.springer.com/article/10.1007/s41870-021-00668-0","Article"
"Screening hardware and volume factors in distributed machine learning algorithms on spark","Computing","","103","10","10.1007/s00607-021-00965-3","Jairson B. RodriguesGermano C. VasconcelosPaulo R. M. Maciel","2021","http://link.springer.com/article/10.1007/s00607-021-00965-3","Article"
"Crop yield prediction: two-tiered machine learning model approach","International Journal of Information Technology","","13","5","10.1007/s41870-019-00375-x","Sushila ShidnalMrityunjaya V. LatteAyush Kapoor","2021","http://link.springer.com/article/10.1007/s41870-019-00375-x","Article"
"A data security and integrity framework using third-party cloud auditing","International Journal of Information Technology","","13","5","10.1007/s41870-021-00738-3","B. MishachandarS. VairamuthuM. Pavithra","2021","http://link.springer.com/article/10.1007/s41870-021-00738-3","Article"
"Improving Ocean Data Services with Semantics and Quick Index","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-1374-0","Xiao-Li RenKai-Jun RenZi-Chen XuXiao-Yong LiAo-Long ZhouJun-Qiang SongKe-Feng Deng","2021","http://link.springer.com/article/10.1007/s11390-021-1374-0","Article"
"Inversion Optimization Strategy Based on Primitives with Complement Attributes","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-0898-7","Hui-Ming TianZhu-Fei Chu","2021","http://link.springer.com/article/10.1007/s11390-021-0898-7","Article"
"Editorial","International Journal of Information Technology","","13","5","10.1007/s41870-021-00809-5","M. N. Hoda","2021","http://link.springer.com/article/10.1007/s41870-021-00809-5","Article"
"Temperature-Aware Electromigration Analysis with Current-Tracking in Power Grid Networks","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-0909-8","Jing WangYi-Ci CaiQiang Zhou","2021","http://link.springer.com/article/10.1007/s11390-021-0909-8","Article"
"An efficient feature representation strategy for offline computer synthesized font characters using multivariate filter based feature selection technique","International Journal of Information Technology","","13","5","10.1007/s41870-021-00780-1","Raghunath DeyR. C. Balabantaray","2021","http://link.springer.com/article/10.1007/s41870-021-00780-1","Article"
"Internet-of-things and mobile application based hybrid model for controlling energy system","International Journal of Information Technology","","13","5","10.1007/s41870-021-00667-1","Manoj A. PatilKhyamling ParaneShivananda PoojaraAshwini Patil","2021","http://link.springer.com/article/10.1007/s41870-021-00667-1","Article"
"Prediction of resource contention in cloud using second order Markov model","Computing","","103","10","10.1007/s00607-021-00967-1","K SuryaV. Mary Anita Rajam","2021","http://link.springer.com/article/10.1007/s00607-021-00967-1","Article"
"An open source and practical approach to X2X linux workload migration","International Journal of Information Technology","","13","5","10.1007/s41870-021-00754-3","Sanjeet KumarSuvrojit Das","2021","http://link.springer.com/article/10.1007/s41870-021-00754-3","Article"
"Handwritten Marathi numeral recognition using stacked ensemble neural network","International Journal of Information Technology","","13","5","10.1007/s41870-021-00723-w","Deepak T. ManeRushikesh TapdiyaSwati V. Shinde","2021","http://link.springer.com/article/10.1007/s41870-021-00723-w","Article"
"Query reformulation approach using domain specific ontology for semantic information retrieval","International Journal of Information Technology","","13","5","10.1007/s41870-020-00464-2","Navjot KaurHimanshu Aggarwal","2021","http://link.springer.com/article/10.1007/s41870-020-00464-2","Article"
"Energy efficient emergency rescue scheme in wireless sensor networks","International Journal of Information Technology","","13","5","10.1007/s41870-020-00584-9","Vinay RishiwalOmkar Singh","2021","http://link.springer.com/article/10.1007/s41870-020-00584-9","Article"
"A symbiosis between population based incremental learning and LP-relaxation based parallel genetic algorithm for solving integer linear programming models","Computing","","","","10.1007/s00607-021-01004-x","Mohammad K FallahMahmood FazlaliMasoud Daneshtalab","2021","http://link.springer.com/article/10.1007/s00607-021-01004-x","Article"
"Designing and implementing a Big Data benchmark in a financial context: application to a cash management use case","Computing","","103","9","10.1007/s00607-021-00933-x","Lilia SfaxiMohamed Mehdi Ben Aissa","2021","http://link.springer.com/article/10.1007/s00607-021-00933-x","Article"
"Efficient Implementation of Fast Hough Transform Using CPCA Coprocessor","Programming and Computer Software","","47","5","10.1134/S0361768821050029","F. A. AnikeevG. O. RaikoE. E. LimonovaM. A. AlievD. P. Nikolaev","2021","http://link.springer.com/article/10.1134/S0361768821050029","Article"
"Interprocedural Static Analysis for Finding Bugs in Go Programs","Programming and Computer Software","","47","5","10.1134/S0361768821050030","I. V. BolotnikovA. E. Borodin","2021","http://link.springer.com/article/10.1134/S0361768821050030","Article"
"Algorithms and Programs for Calculating the Roots of Polynomial of One or Two Variables","Programming and Computer Software","","47","5","10.1134/S0361768821050042","A. D. BrunoA. B. Batkhin","2021","http://link.springer.com/article/10.1134/S0361768821050042","Article"
"A novel rough value set categorical clustering technique for supplier base management","Computing","","103","9","10.1007/s00607-021-00950-w","Jamal UddinRozaida GhazaliMustafa Mat DerisUmer IqbalIjaz Ali Shoukat","2021","http://link.springer.com/article/10.1007/s00607-021-00950-w","Article"
"Context-aware recommender system using trust network","Computing","","103","9","10.1007/s00607-020-00876-9","Zeyneb El YebdriSidi Mohammed BenslimaneFedoua LahfaMahmoud BarhamgiDjamal Benslimane","2021","http://link.springer.com/article/10.1007/s00607-020-00876-9","Article"
"Analysing environmental impact of large-scale events in public spaces with cross-domain multimodal data fusion","Computing","","103","9","10.1007/s00607-021-00944-8","Suparna DeWei WangYuchao ZhouCharith PereraKlaus MoessnerMansour Naser Alraja","2021","http://link.springer.com/article/10.1007/s00607-021-00944-8","Article"
"A job scheduling algorithm based on rock hyrax optimization in cloud computing","Computing","","103","9","10.1007/s00607-021-00942-w","Saurabh SinghalAshish Sharma","2021","http://link.springer.com/article/10.1007/s00607-021-00942-w","Article"
"Using machine learning to model the training scalability of convolutional neural networks on clusters of GPUs","Computing","","","","10.1007/s00607-021-00997-9","Sergio BarrachinaAdrián CastellóMar CatalánManuel F. DolzJose I. Mestre","2021","http://link.springer.com/article/10.1007/s00607-021-00997-9","Article"
"Online and transparent self-adaptation of stream parallel patterns","Computing","","","","10.1007/s00607-021-00998-8","Adriano VogelGabriele MencagliDalvan GrieblerMarco DaneluttoLuiz Gustavo Fernandes","2021","http://link.springer.com/article/10.1007/s00607-021-00998-8","Article"
"Research on sentiment classification of futures predictive texts based on BERT","Computing","","","","10.1007/s00607-021-00989-9","Weng XiaofengZhao JinghuaJiang ChenxiJi Yiying","2021","http://link.springer.com/article/10.1007/s00607-021-00989-9","Article"
"A context-aware monitoring architecture for supporting system adaptation and reconfiguration","Computing","","103","8","10.1007/s00607-021-00923-z","Oscar CabreraMarc OriolXavier FranchJordi Marco","2021","http://link.springer.com/article/10.1007/s00607-021-00923-z","Article"
"Energy-efficient approach to lower the carbon emissions of data centers","Computing","","103","8","10.1007/s00607-020-00889-4","Rajesh BoseSandip RoyHaraprasad MondalDipan Roy ChowdhurySrabanti Chakraborty","2021","http://link.springer.com/article/10.1007/s00607-020-00889-4","Article"
"A scheme for intelligent blockchain-based manufacturing industry supply chain management","Computing","","103","8","10.1007/s00607-020-00880-z","Zhijun XuJun ZhangZhaoxiong SongYichen LiuJun LiJihua Zhou","2021","http://link.springer.com/article/10.1007/s00607-020-00880-z","Article"
"The evolution of distributed computing systems: from fundamental to new frontiers","Computing","","103","8","10.1007/s00607-020-00900-y","Dominic LindsaySukhpal Singh GillDaria SmirnovaPeter Garraghan","2021","http://link.springer.com/article/10.1007/s00607-020-00900-y","Article"
"Fearless path for human resource personnel’s through analytics: a study of recent tools and techniques of human resource analytics and its implication","International Journal of Information Technology","","13","4","10.1007/s41870-021-00677-z","Mansi SaxenaTeena BaggaSangeeta Gupta","2021","http://link.springer.com/article/10.1007/s41870-021-00677-z","Article"
"Dynamic workload-aware DVFS for multicore systems using machine learning","Computing","","103","8","10.1007/s00607-020-00845-2","Manjari GuptaLava BhargavaS. Indu","2021","http://link.springer.com/article/10.1007/s00607-020-00845-2","Article"
"Editorial","International Journal of Information Technology","","13","4","10.1007/s41870-021-00728-5","M. N. Hoda","2021","http://link.springer.com/article/10.1007/s41870-021-00728-5","Article"
"Sentimental study of CAA by location-based tweets","International Journal of Information Technology","","13","4","10.1007/s41870-020-00604-8","Geetika VashishtYash Naveen Sinha","2021","http://link.springer.com/article/10.1007/s41870-020-00604-8","Article"
"Smart transportation system for public universities","International Journal of Information Technology","","13","4","10.1007/s41870-021-00708-9","Carlos de la CruzAlex PachecoIvan RoblesAmanda DuranErick Flores","2021","http://link.springer.com/article/10.1007/s41870-021-00708-9","Article"
"Contextual fully homomorphic encryption schemes-based privacy preserving framework for securing fog-assisted healthcare data exchanging applications","International Journal of Information Technology","","13","4","10.1007/s41870-021-00704-z","R. SendhilA. Amuthan","2021","http://link.springer.com/article/10.1007/s41870-021-00704-z","Article"
"Estimation of crop production using machine learning techniques: a case study of J&K","International Journal of Information Technology","","13","4","10.1007/s41870-021-00653-7","Jyoti MahajanKriti BanalSamridhi Mahajan","2021","http://link.springer.com/article/10.1007/s41870-021-00653-7","Article"
"A FPGA-based accelerated architecture for the Continuous GRASP","Computing","","103","7","10.1007/s00607-020-00850-5","Bruno NogueiraErick Barboza","2021","http://link.springer.com/article/10.1007/s00607-020-00850-5","Article"
"An Empirical Comparison Between Tutorials and Crowd Documentation of Application Programming Interface","Journal of Computer Science and Technology","","36","4","10.1007/s11390-020-0042-0","Yi-Xuan TangZhi-Lei RenHe JiangXiao-Chen LiWei-Qiang Kong","2021","http://link.springer.com/article/10.1007/s11390-020-0042-0","Article"
"Discovering API Directives from API Specifications with Text Classification","Journal of Computer Science and Technology","","36","4","10.1007/s11390-021-0235-1","Jing-Xuan ZhangChuan-Qi TaoZhi-Qiu HuangXin Chen","2021","http://link.springer.com/article/10.1007/s11390-021-0235-1","Article"
"Survey of Methods for Automated Code-Reuse Exploit Generation","Programming and Computer Software","","47","4","10.1134/S0361768821040071","A. V. VishnyakovA. R. Nurmukhametov","2021","http://link.springer.com/article/10.1134/S0361768821040071","Article"
"Order-Revealing Encryption: File-Injection Attack and Forward Security","Journal of Computer Science and Technology","","36","4","10.1007/s11390-020-0060-y","Yuan LiXing-Chen WangLin HuangYun-Lei Zhao","2021","http://link.springer.com/article/10.1007/s11390-020-0060-y","Article"
"Ensuring Interoperable IoT Device-to-Cloud Communication between AWS and Azure Infrastructures","Programming and Computer Software","","47","4","10.1134/S0361768821040083","S. I. Zhukov","2021","http://link.springer.com/article/10.1134/S0361768821040083","Article"
"TransGPerf: Exploiting Transfer Learning for Modeling Distributed Graph Computation Performance","Journal of Computer Science and Technology","","36","4","10.1007/s11390-021-1356-2","Songjie NiuShimin Chen","2021","http://link.springer.com/article/10.1007/s11390-021-1356-2","Article"
"Multi-Attribute Preferences Mining Method for Group Users with the Process of Noise Reduction","Journal of Computer Science and Technology","","36","4","10.1007/s11390-021-0102-0","Qing-Mei TanXu-Na Wang","2021","http://link.springer.com/article/10.1007/s11390-021-0102-0","Article"
"Sensor network sensing coverage optimization with improved artificial bee colony algorithm using teaching strategy","Computing","","103","7","10.1007/s00607-021-00906-0","Chao LuXunbo LiWenjie YuZhi ZengMingming YanXiang Li","2021","http://link.springer.com/article/10.1007/s00607-021-00906-0","Article"
"IoT-enabled stacked ensemble of deep neural networks for the diagnosis of COVID-19 using chest CT scans","Computing","","","","10.1007/s00607-021-00971-5","Mohammad Shorfuzzaman","2021","http://link.springer.com/article/10.1007/s00607-021-00971-5","Article"
"Personal Information Self-Management: A Survey of Technologies Supporting Administrative Services","Journal of Computer Science and Technology","","36","3","10.1007/s11390-021-9673-z","Paul MarillonnetMaryline LaurentMikaël Ates","2021","http://link.springer.com/article/10.1007/s11390-021-9673-z","Article"
"An IoT-based contribution to improve mobility of the visually impaired in Smart Cities","Computing","","103","6","10.1007/s00607-021-00947-5","Lucas Rodrigo-SalazarIsrael González-CarrascoAlejandro Rafael Garcia-Ramirez","2021","http://link.springer.com/article/10.1007/s00607-021-00947-5","Article"
"An efficient stochastic computing based deep neural network accelerator with optimized activation functions","International Journal of Information Technology","","13","3","10.1007/s41870-021-00682-2","Sunny BodiwalaNirali Nanavati","2021","http://link.springer.com/article/10.1007/s41870-021-00682-2","Article"
"A Survey of Text Summarization Approaches Based on Deep Learning","Journal of Computer Science and Technology","","36","3","10.1007/s11390-020-0207-x","Sheng-Luan HouXi-Kun HuangChao-Qun FeiShu-Han ZhangYang-Yang LiQi-Lin SunChuan-Qing Wang","2021","http://link.springer.com/article/10.1007/s11390-020-0207-x","Article"
"Multi-Feature Super-Resolution Network for Cloth Wrinkle Synthesis","Journal of Computer Science and Technology","","36","3","10.1007/s11390-021-1331-y","Lan ChenJuntao YeXiaopeng Zhang","2021","http://link.springer.com/article/10.1007/s11390-021-1331-y","Article"
"Smart connected parking lots based on secured multimedia IoT devices","Computing","","103","6","10.1007/s00607-021-00921-1","Mohammed Amine MerzougAhmed MostefaouiGabriele GianiniErnesto Damiani","2021","http://link.springer.com/article/10.1007/s00607-021-00921-1","Article"
"A novel communication framework between MANET and WSN in IoT based smart environment","International Journal of Information Technology","","13","3","10.1007/s41870-020-00520-x","Bata K. TripathySwagat K. JenaVineeth ReddySatyabrata DasSanjaya K. Panda","2021","http://link.springer.com/article/10.1007/s41870-020-00520-x","Article"
"A tree based mechanism for the load balancing of virtual machines in cloud environments","International Journal of Information Technology","","13","3","10.1007/s41870-020-00544-3","Usha Kirana Sonangeri PushpavatiDemian Antony D’Mello","2021","http://link.springer.com/article/10.1007/s41870-020-00544-3","Article"
"3D Object Tracking with Adaptively Weighted Local Bundles","Journal of Computer Science and Technology","","36","3","10.1007/s11390-021-1272-5","Jia-Chen LiFan ZhongSong-Hua XuXue-Ying Qin","2021","http://link.springer.com/article/10.1007/s11390-021-1272-5","Article"
"Data management in connected environments","Computing","","103","6","10.1007/s00607-020-00884-9","Elio MansourRichard ChbeirPhilippe ArnouldSabri AllaniKhouloud Salameh","2021","http://link.springer.com/article/10.1007/s00607-020-00884-9","Article"
"Digitized Braille cell: a novel solution for visually impaired","International Journal of Information Technology","","13","3","10.1007/s41870-020-00506-9","S. GayathriB. A. SujathakumariNishanth S. MurthyMukundh BalabhadraNikhil S. JoshiC. Sandesh","2021","http://link.springer.com/article/10.1007/s41870-020-00506-9","Article"
"GBoost: A novel Grading-AdaBoost ensemble approach for automatic identification of erythemato-squamous disease","International Journal of Information Technology","","13","3","10.1007/s41870-020-00589-4","Sourabh ShastriParamjit KourSachin KumarKuljeet SinghVibhakar Mansotra","2021","http://link.springer.com/article/10.1007/s41870-020-00589-4","Article"
"Is It Easy to Recognize Baby’s Age and Gender?","Journal of Computer Science and Technology","","36","3","10.1007/s11390-021-1325-9","Yang LiuRuili HeXiaoqian LvWei WangXin SunShengping Zhang","2021","http://link.springer.com/article/10.1007/s11390-021-1325-9","Article"
"Evaluating shallow capsule networks on complex images","International Journal of Information Technology","","13","3","10.1007/s41870-021-00694-y","Patrick Kwabena MensahBenjamin Asubam WeyoriMighty Abra Ayidzoe","2021","http://link.springer.com/article/10.1007/s41870-021-00694-y","Article"
"Securing textual and image data on cloud using searchable encryption","International Journal of Information Technology","","13","3","10.1007/s41870-020-00582-x","B. Sushmitha BaligaRatnakar MedepalliS. N. Muralikrishna","2021","http://link.springer.com/article/10.1007/s41870-020-00582-x","Article"
"Arabic sign language recognition using Ada-Boosting based on a leap motion controller","International Journal of Information Technology","","13","3","10.1007/s41870-020-00518-5","Basma HishamAlaa Hamouda","2021","http://link.springer.com/article/10.1007/s41870-020-00518-5","Article"
"Editorial","International Journal of Information Technology","","13","3","10.1007/s41870-021-00712-z","M. N. Hoda","2021","http://link.springer.com/article/10.1007/s41870-021-00712-z","Article"
"The impact of biased sampling of event logs on the performance of process discovery","Computing","","103","6","10.1007/s00607-021-00910-4","Mohammadreza Fani SaniSebastiaan J. van ZelstWil M. P. van der Aalst","2021","http://link.springer.com/article/10.1007/s00607-021-00910-4","Article"
"A fuzzy-based expert system to analyse purchase behaviour under uncertain environment","International Journal of Information Technology","","13","3","10.1007/s41870-021-00615-z","Doan Van ThangMonika ManglaSuneeta SatpathyChinmaya Ranjan PattnaikSachi Nandan Mohanty","2021","http://link.springer.com/article/10.1007/s41870-021-00615-z","Article"
"A multisensor prediction-based heuristic for the internet of things","Computing","","103","6","10.1007/s00607-020-00888-5","Gabriel MartinsLuis Filipe KoppGabriel R. Caldas de AquinoLuiz F. R. C. CarmoClaudio Miceli de Farias","2021","http://link.springer.com/article/10.1007/s00607-020-00888-5","Article"
"Quality of service provisioning in network function virtualization: a survey","Computing","","103","5","10.1007/s00607-021-00925-x","Seyedakbar MostafaviVesal HakamiMaryam Sanaei","2021","http://link.springer.com/article/10.1007/s00607-021-00925-x","Article"
"Automated Creation of Cyber-Physical Museum Exhibits Using a Scientific Visualization System on a Chip","Programming and Computer Software","","47","3","10.1134/S0361768821030099","K. V. RyabininM. A. Kolesnik","2021","http://link.springer.com/article/10.1134/S0361768821030099","Article"
"Secure FaaS orchestration in the fog: how far are we?","Computing","","103","5","10.1007/s00607-021-00924-y","Alessandro BocciStefano FortiGian-Luigi FerrariAntonio Brogi","2021","http://link.springer.com/article/10.1007/s00607-021-00924-y","Article"
"Edge computing: current trends, research challenges and future directions","Computing","","103","5","10.1007/s00607-020-00896-5","Gonçalo CarvalhoBruno CabralVasco PereiraJorge Bernardino","2021","http://link.springer.com/article/10.1007/s00607-020-00896-5","Article"
"Seamless computation offloading for mobile applications using an online learning algorithm","Computing","","103","5","10.1007/s00607-020-00873-y","Mahir KayaYasemin Çetin-Kaya","2021","http://link.springer.com/article/10.1007/s00607-020-00873-y","Article"
"Generalized Computational Experiment and Verification Problems","Programming and Computer Software","","47","3","10.1134/S0361768821030026","A. K. AlekseevA. E. BondarevV. A. GalaktionovA. E. Kuvshinnikov","2021","http://link.springer.com/article/10.1134/S0361768821030026","Article"
"Deadlock and WCET analysis of barrier-synchronized concurrent programs","Computing","","103","5","10.1007/s00607-017-0555-8","Robert MittermayrJohann Blieberger","2021","http://link.springer.com/article/10.1007/s00607-017-0555-8","Article"
"Method for Enhancing High-Resolution Image Inpainting with Two-Stage Approach","Programming and Computer Software","","47","3","10.1134/S0361768821030075","A. MoskalenkoM. ErofeevD. Vatolin","2021","http://link.springer.com/article/10.1134/S0361768821030075","Article"
"Context recognition and ubiquitous computing in smart cities: a systematic mapping","Computing","","103","5","10.1007/s00607-020-00878-7","Leonardo Vianna do NascimentoGuilherme Medeiros MachadoVinícius MaranJosé Palazzo M. de Oliveira","2021","http://link.springer.com/article/10.1007/s00607-020-00878-7","Article"
"Prediction based task scheduling approach for floodplain application in cloud environment","Computing","","103","5","10.1007/s00607-021-00936-8","Gurleen KaurAnju Bala","2021","http://link.springer.com/article/10.1007/s00607-021-00936-8","Article"
"A framework for Model-Driven Engineering of resilient software-controlled systems","Computing","","103","4","10.1007/s00607-020-00841-6","Jacopo ParriFulvio PataraSamuele SampietroEnrico Vicario","2021","http://link.springer.com/article/10.1007/s00607-020-00841-6","Article"
"SADM-SDNC: security anomaly detection and mitigation in software-defined networking using C-support vector classification","Computing","","103","4","10.1007/s00607-020-00866-x","Tohid JafarianMohammad MasdariAli GhaffariKambiz Majidzadeh","2021","http://link.springer.com/article/10.1007/s00607-020-00866-x","Article"
"SymPas: Symbolic Program Slicing","Journal of Computer Science and Technology","","36","2","10.1007/s11390-020-9754-4","Ying-Zhou Zhang","2021","http://link.springer.com/article/10.1007/s11390-020-9754-4","Article"
"A Secure IoT Firmware Update Scheme Against SCPA and DoS Attacks","Journal of Computer Science and Technology","","36","2","10.1007/s11390-020-9831-8","Yan-Hong FanMei-Qin WangYan-Bin LiKai HuMu-Zhou Li","2021","http://link.springer.com/article/10.1007/s11390-020-9831-8","Article"
"Enhancing the security in RSA and elliptic curve cryptography based on addition chain using simplified Swarm Optimization and Particle Swarm Optimization for mobile devices","International Journal of Information Technology","","13","2","10.1007/s41870-019-00413-8","A. MullaiK. Mani","2021","http://link.springer.com/article/10.1007/s41870-019-00413-8","Article"
"An Effective Discrete Artificial Bee Colony Based SPARQL Query Path Optimization by Reordering Triples","Journal of Computer Science and Technology","","36","2","10.1007/s11390-020-9901-y","Zeynep Banu OzgerNurgul Yuzbasioglu Uslu","2021","http://link.springer.com/article/10.1007/s11390-020-9901-y","Article"
"DeepHBSP: A Deep Learning Framework for Predicting Human Blood-Secretory Proteins Using Transfer Learning","Journal of Computer Science and Technology","","36","2","10.1007/s11390-021-0851-9","Wei DuYu SunHui-Min BaoLiang ChenYing LiYan-Chun Liang","2021","http://link.springer.com/article/10.1007/s11390-021-0851-9","Article"
"Serendipity in Recommender Systems: A Systematic Literature Review","Journal of Computer Science and Technology","","36","2","10.1007/s11390-020-0135-9","Reza Jafari ZiaraniReza Ravanmehr","2021","http://link.springer.com/article/10.1007/s11390-020-0135-9","Article"
"Synthetic Lethal Interactions Prediction Based on Multiple Similarity Measures Fusion","Journal of Computer Science and Technology","","36","2","10.1007/s11390-021-0866-2","Lian-Lian WuYu-Qi WenXiao-Xi YangBo-Wei YanSong HeXiao-Chen Bo","2021","http://link.springer.com/article/10.1007/s11390-021-0866-2","Article"
"Blossom end rot disease tracking and prevention: a smart approach","International Journal of Information Technology","","13","2","10.1007/s41870-021-00636-8","Subramanian SaravananM. NithyakumarVasagan ManaS. SangaviS. N. SaranA. M. Sowmya LakshmiGao Xiao-Zhi","2021","http://link.springer.com/article/10.1007/s41870-021-00636-8","Article"
"Detecting online recruitment of terrorists: towards smarter solutions to counter terrorism","International Journal of Information Technology","","13","2","10.1007/s41870-021-00620-2","Jaspal Kaur SainiDivya Bansal","2021","http://link.springer.com/article/10.1007/s41870-021-00620-2","Article"
"CMBA-SVM: a clinical approach for Parkinson disease diagnosis","International Journal of Information Technology","","13","2","10.1007/s41870-020-00569-8","Bibhuprasad SahuSachi Nandan Mohanty","2021","http://link.springer.com/article/10.1007/s41870-020-00569-8","Article"
"Framework for agricultural e-trading platform adoption using neural networks","International Journal of Information Technology","","13","2","10.1007/s41870-020-00603-9","Sanjay ChaudharyP. K. Suri","2021","http://link.springer.com/article/10.1007/s41870-020-00603-9","Article"
"Enhancing cloud performance using task scheduling strategy based on resource ranking and resource partitioning","International Journal of Information Technology","","13","2","10.1007/s41870-020-00594-7","Ismail Zahraddeen YakubuMuhammad AliyuZainab Aliyu MusaZakari Idris MatinjaI. M. Adamu","2021","http://link.springer.com/article/10.1007/s41870-020-00594-7","Article"
"Computer Algebra in JULIA","Programming and Computer Software","","47","2","10.1134/S0361768821020079","D. S. KulyabovA. V. Korol’kova","2021","http://link.springer.com/article/10.1134/S0361768821020079","Article"
"Factorization of Boolean Polynomials: Parallel Algorithms and Experimental Evaluation","Programming and Computer Software","","47","2","10.1134/S0361768821020043","P. G. EmelyanovM. KrishnaV. KulkarniS. K. NandyD. K. PonomaryovS. Raha","2021","http://link.springer.com/article/10.1134/S0361768821020043","Article"
"Allocation of applications to Fog resources via semantic clustering techniques: with scenarios from intelligent transportation systems","Computing","","103","3","10.1007/s00607-020-00867-w","Fatos XhafaAlhassan AlyAngel A. Juan","2021","http://link.springer.com/article/10.1007/s00607-020-00867-w","Article"
"Blockchain-based secure multi-resource trading model for smart marketplace","Computing","","103","3","10.1007/s00607-020-00886-7","Bello Musa YakubuMajid I. KhanNadeem JavaidAbid Khan","2021","http://link.springer.com/article/10.1007/s00607-020-00886-7","Article"
"Invariant Coordinate Subspaces of Normal Form of a System of Ordinary Differential Equations","Programming and Computer Software","","47","2","10.1134/S0361768821020031","A. B. Batkhin","2021","http://link.springer.com/article/10.1134/S0361768821020031","Article"
"Supervised ensemble sentiment-based framework to measure chatbot quality of services","Computing","","103","3","10.1007/s00607-020-00863-0","Ebtesam Hussain AlmansorFarookh Khadeer HussainOmar Khadeer Hussain","2021","http://link.springer.com/article/10.1007/s00607-020-00863-0","Article"
"PAD-A: performance antipattern detector for AADL","International Journal of Information Technology","","13","1","10.1007/s41870-020-00558-x","Abrar Ul Haq SyedJavaid Iqbal","2021","http://link.springer.com/article/10.1007/s41870-020-00558-x","Article"
"Task allocation and coordination in distributed agile software development: a systematic review","International Journal of Information Technology","","13","1","10.1007/s41870-020-00543-4","Chitra NundlallSoulakshmee D. Nagowah","2021","http://link.springer.com/article/10.1007/s41870-020-00543-4","Article"
"Lightweight edge authentication for software defined networks","Computing","","103","2","10.1007/s00607-020-00835-4","Amar AlmainiAhmed Al-DubaiImed RomdhaniMartin SchrammAyoub Alsarhan","2021","http://link.springer.com/article/10.1007/s00607-020-00835-4","Article"
